0 nan nan
1 0.973008 1.53435
2 -0.00208102 1.42241
3 -0.706881 1.43725
4 0.900826 0.97732
5 -1.32965 0.838818
6 -0.404645 1.06251
7 0.479318 0.832341
8 -1.04761 0.766685
9 -0.585324 0.793821
10 0.791756 0.677157
11 -0.0383856 0.675858
12 0.997507 0.567664
13 -0.867431 0.722743
14 -0.29342 0.690281
15 -1.01297 0.507447
16 -1.14081 0.677726
17 0.3437 0.574204
18 -0.0192706 0.572918
19 0.772923 0.650057
20 0.100589 0.588557
21 0.858354 0.372739
22 -0.0874688 0.555235
23 -0.0095002 0.461008
24 -0.742647 0.390557
25 -0.022003 0.377793
26 0.210224 0.563415
27 0.550658 0.571827
28 -0.385704 0.609401
29 -0.00087993 0.332726
30 0.331638 0.480365
31 0.917968 0.435502
32 0.38887 0.287043
33 -0.110809 0.440198
34 -0.496112 0.412927
35 -0.274028 0.443622
36 0.346171 0.356708
37 -0.583893 0.378527
38 1.03637 0.352942
39 -0.383463 0.308813
40 -0.17734 0.36638
41 0.157505 0.372205
42 0.32268 0.298882
43 0.26972 0.333549
44 0.35986 0.490264
45 -0.0416248 0.327533
46 0.536095 0.284292
47 -0.237237 0.348166
48 0.560204 0.363862
49 -0.117617 0.198149
50 0.65188 0.307437
51 -0.267538 0.362317
52 -0.775981 0.265097
53 0.315311 0.435991
54 -0.240979 0.261102
55 0.0264795 0.32837
56 -0.0871886 0.247564
57 0.141156 0.243288
58 0.37903 0.297302
59 -0.274382 0.29841
60 0.116185 0.400196
61 0.376277 0.294618
62 0.41039 0.260986
63 -0.0883174 0.255978
64 -0.110096 0.285597
65 0.787092 0.309966
66 0.132855 0.290246
67 0.328198 0.355642
68 0.640767 0.342256
69 0.674138 0.281897
70 0.186931 0.267691
71 0.0539269 0.254457
72 0.322459 0.244321
73 0.47784 0.277219
74 0.268205 0.266304
75 0.0894945 0.217877
76 0.0948191 0.211354
77 -0.0290077 0.289041
78 0.188471 0.335195
79 0.230722 0.225731
80 0.43443 0.243911
81 0.457414 0.119083
82 0.327514 0.315081
83 0.158871 0.263828
84 0.188136 0.16203
85 0.187094 0.319392
86 0.232148 0.267827
87 0.23249 0.20577
88 -0.173772 0.246612
89 0.167393 0.222767
90 0.254391 0.259436
91 -0.139332 0.269254
92 0.364462 0.294717
93 0.319419 0.257672
94 0.382964 0.223431
95 -0.0917466 0.270741
96 0.478545 0.286315
97 0.431032 0.265036
98 0.387208 0.269269
99 0.139017 0.227528
100 0.445228 0.206741
101 0.274575 0.328919
102 0.0168942 0.288169
103 0.489959 0.207008
104 0.295633 0.24962
105 0.349651 0.26033
106 0.224255 0.254275
107 0.539125 0.214643
108 0.287271 0.277005
109 0.531257 0.290172
110 0.11831 0.195469
111 -0.185952 0.259836
112 0.188791 0.286604
113 0.569399 0.212811
114 0.574537 0.24024
115 0.365758 0.276368
116 0.506261 0.370678
117 0.246911 0.265953
118 0.29673 0.330175
119 0.751497 0.29426
120 0.822904 0.212395
121 0.288983 0.217152
122 0.0741378 0.204944
123 0.401218 0.265814
124 0.433115 0.164463
125 0.184276 0.222158
126 0.923653 0.258314
127 -0.113351 0.209612
128 0.0714711 0.195897
129 0.640831 0.248195
130 0.315737 0.24458
131 0.0596135 0.225959
132 0.506524 0.245498
133 0.270438 0.203068
134 0.516102 0.241792
135 0.779109 0.250755
136 0.517405 0.195222
137 0.143852 0.205898
138 0.214803 0.225586
139 0.0289582 0.228744
140 0.385736 0.28516
141 -0.157863 0.232108
142 0.354104 0.226113
143 -0.399323 0.286317
144 0.436735 0.211597
145 0.102243 0.23132
146 -0.0545269 0.245109
