0 0 0
1 -0.0620575 0.00390144
2 -0.122072 0.00418153
3 -0.185639 0.00614331
4 -0.242788 0.00748972
5 -0.29354 0.00860361
6 -0.346855 0.00882415
7 -0.385487 0.0107515
8 -0.425766 0.0109299
9 -0.458592 0.00993568
10 -0.48596 0.00943762
11 -0.516805 0.0102443
12 -0.54209 0.010894
13 -0.569707 0.010225
14 -0.584417 0.00903288
15 -0.606076 0.00874249
16 -0.622115 0.00866871
17 -0.63487 0.0077697
18 -0.649046 0.00775352
19 -0.657447 0.00761741
20 -0.671137 0.00758944
21 -0.679512 0.00799854
22 -0.690422 0.0063512
23 -0.702461 0.00753775
24 -0.700982 0.00689696
25 -0.705967 0.00738287
26 -0.711779 0.00597398
27 -0.715847 0.00573263
28 -0.715863 0.0061321
29 -0.725473 0.0056926
30 -0.723824 0.00574441
31 -0.730512 0.00562726
32 -0.733283 0.00450485
33 -0.732049 0.0048213
34 -0.733264 0.00469166
35 -0.741623 0.00389231
36 -0.745501 0.00506252
37 -0.743741 0.00481641
38 -0.747261 0.00471932
39 -0.75223 0.00522019
40 -0.747684 0.0041795
41 -0.751222 0.00459804
42 -0.75315 0.0044002
43 -0.749541 0.00372292
44 -0.748292 0.00473032
45 -0.750838 0.00470286
46 -0.748905 0.0048465
47 -0.747604 0.00484173
48 -0.752267 0.00470113
49 -0.754525 0.00427708
50 -0.747914 0.00423932
51 -0.753029 0.00338803
52 -0.759522 0.00396067
53 -0.761812 0.00457277
54 -0.768071 0.00446037
55 -0.770507 0.00401667
56 -0.767296 0.00392187
57 -0.765734 0.00379348
58 -0.768848 0.00323004
59 -0.768202 0.004217
60 -0.770938 0.00356609
61 -0.771577 0.00431937
62 -0.769063 0.0053841
63 -0.768581 0.00409077
64 -0.767646 0.00434364
65 -0.76874 0.00399892
66 -0.77291 0.00334313
67 -0.773326 0.00345278
68 -0.773894 0.00406095
69 -0.77466 0.00398016
70 -0.776327 0.00387759
71 -0.778141 0.00384116
72 -0.779433 0.00403145
73 -0.77695 0.00365605
74 -0.774506 0.00382607
75 -0.76891 0.00453548
76 -0.770734 0.00472034
77 -0.774543 0.00341717
78 -0.777714 0.00378504
79 -0.771845 0.00419218
80 -0.770279 0.00489445
81 -0.772868 0.00403124
82 -0.77508 0.00375221
83 -0.773926 0.0042328
84 -0.773852 0.00393828
85 -0.776306 0.0036293
86 -0.782943 0.00352936
87 -0.782575 0.00343318
88 -0.778603 0.00322108
89 -0.777686 0.00324845
90 -0.777661 0.00367168
91 -0.780186 0.00338455
92 -0.77888 0.00422205
93 -0.780344 0.00411625
94 -0.778249 0.0036618
95 -0.780177 0.00260398
96 -0.780964 0.00325268
97 -0.784035 0.0036795
98 -0.7839 0.00356237
99 -0.781728 0.00425371
100 -0.780338 0.00363678
